slurmstepd: info: Setting TMPDIR to /scratch/10928671. Previous errors about TMPDIR can be discarded
cesga/2020 unloaded
        Preparing the environment for use of the CESGA 2020 software stack.
        Please rebuild modules cache: module --ignore-cache avail
     
cesga/2020 loaded
python/3.9.9 loaded
jupyter-server/1.13.5-python-3.9.9 loaded
jupyterlab/3.2.4-python-3.9.9 loaded
  0%|          | 0/480 [00:00<?, ?batch/s]Restormer model not found. Restormer preprocessing will be disabled.
Available Models: ['FRNet', 'FRNet_1ch', 'FRNetR', 'RoiNet11', 'RoiNet9', 'RoiNet9_plusk', 'RoiNet7', 'RoiNet5', 'RoiNet3', 'RoiNetR', 'RoiNet9x1.5', 'RoiNet7x1.5', 'RoiNet5x1.5', 'RoiNet3x1.5', 'RoiNet9x0.5', 'RoiNet7x0.5', 'RoiNet5x0.5', 'RoiNetx2', 'RoiNet_AblationOne_Simple', 'RoiNet_Ablation3_Simple', 'RoiNet_AblationOne_Residual', 'RoiNet_Ablation3_Residual']
Datasets_library: {'FIVES512': {'paths': {'train': 'dataset/FIVES512/train', 'val': 'dataset/FIVES512/val', 'test': 'dataset/FIVES512/test'}, 'preprocessing': {'start': 0, 'end': 1}}, 'FIVES': {'paths': {'train': 'dataset/FIVES/train', 'val': 'dataset/FIVES/val', 'test': 'dataset/FIVES/test'}, 'preprocessing': {'start': 0, 'end': 1}}}
USING CHANNELS = 3
Available Datasets: ['FIVES512', 'FIVES']
All datasets: {'FIVES512': {'train': <ds.dataset.SegmentationDataset object at 0x1457a18946d0>, 'val': <ds.dataset.SegmentationDataset object at 0x1457a18a0090>, 'test': <ds.dataset.SegmentationDataset object at 0x1457a1826290>}, 'FIVES': {'train': <ds.dataset.SegmentationDataset object at 0x1457a1827d10>, 'val': <ds.dataset.SegmentationDataset object at 0x1457a1802750>, 'test': <ds.dataset.SegmentationDataset object at 0x1457a1805610>}}
Dataset a usar: {'train': <ds.dataset.SegmentationDataset object at 0x1457a1827d10>, 'val': <ds.dataset.SegmentationDataset object at 0x1457a1802750>, 'test': <ds.dataset.SegmentationDataset object at 0x1457a1805610>}
Configuración de Entrenamiento:
  Model: RoiNet_Ablation3_Residual
  Dataset: FIVES
  Config File: code/config/config.json
  Epochs: 300
  Thresh Value: 100
  Batch Size: 1
  Num Workers: 32
  Learning Rate: 0.0001
  Weight Decay: 0.001
  Loss Function: Dice
  Loss Alpha: 0.2
  Loss Beta: 0.8
  Loss Gamma: 0.5
  Logging Enabled: True
  Output Prefix: RoiNet_Ablation3_Residual_
  Augmentation Config: {'enabled': True, 'geometric': False, 'elastic': False, 'intensity_and_color': False, 'gamma': False, 'noise': False, 'otrosfives': True}
  Restormer Enabled: False
  Output Directory: run_benchmark_runs/RoiNet_Ablation3_Residual_result_2025-03-10_12-35-56
Parameters logged to: run_benchmark_runs/RoiNet_Ablation3_Residual_result_2025-03-10_12-35-56/parameters_FIVES_RoiNet_Ablation3_Residual_Dice_True_False.log
Modelo cargado en GPU:
- Parámetros totales: 4687174
- Memoria ocupada por modelo en GPU: 17.88 MB
==== Memoria GPU - Después de cargar el modelo en GPU ====
GPU 0 - Total: 40442.4 MB | Allocated: 17.9 MB | Cached: 24.0 MB
USING: Dice
==== Memoria GPU - Inicio de época ====
GPU 0 - Total: 40442.4 MB | Allocated: 17.9 MB | Cached: 24.0 MB
Train Epoch 0:   0%|          | 0/480 [00:02<?, ?batch/s]
Train Epoch 0:   0%|          | 0/480 [00:07<?, ?batch/s, avg_loss=0.850, curr_loss=0.850, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  11%|█         | 52/480 [00:29<03:33,  2.00batch/s, avg_loss=0.161, curr_loss=0.125, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  11%|█         | 52/480 [00:29<03:33,  2.00batch/s, avg_loss=0.161, curr_loss=0.125, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  11%|█         | 52/480 [00:29<03:33,  2.00batch/s, avg_loss=0.160, curr_loss=0.085, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  11%|█▏        | 55/480 [00:29<03:32,  2.00batch/s, avg_loss=0.160, curr_loss=0.085, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  11%|█▏        | 55/480 [00:29<03:32,  2.00batch/s, avg_loss=0.160, curr_loss=0.085, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  11%|█▏        | 55/480 [00:30<03:32,  2.00batch/s, avg_loss=0.161, curr_loss=0.243, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  11%|█▏        | 55/480 [00:30<03:32,  2.00batch/s, avg_loss=0.161, curr_loss=0.243, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  11%|█▏        | 55/480 [00:30<03:32,  2.00batch/s, avg_loss=0.160, curr_loss=0.114, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  11%|█▏        | 55/480 [00:30<03:32,  2.00batch/s, avg_loss=0.160, curr_loss=0.114, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  11%|█▏        | 55/480 [00:31<03:32,  2.00batch/s, avg_loss=0.159, curr_loss=0.097, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  12%|█▏        | 58/480 [00:31<03:30,  2.00batch/s, avg_loss=0.159, curr_loss=0.097, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  12%|█▏        | 58/480 [00:31<03:30,  2.00batch/s, avg_loss=0.159, curr_loss=0.097, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  12%|█▏        | 58/480 [00:31<03:30,  2.00batch/s, avg_loss=0.160, curr_loss=0.180, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  12%|█▏        | 58/480 [00:31<03:30,  2.00batch/s, avg_loss=0.160, curr_loss=0.180, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  12%|█▏        | 58/480 [00:32<03:30,  2.00batch/s, avg_loss=0.159, curr_loss=0.135, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  12%|█▏        | 58/480 [00:32<03:30,  2.00batch/s, avg_loss=0.159, curr_loss=0.135, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  12%|█▏        | 58/480 [00:32<03:30,  2.00batch/s, avg_loss=0.158, curr_loss=0.100, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  13%|█▎        | 61/480 [00:32<03:29,  2.00batch/s, avg_loss=0.158, curr_loss=0.100, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  13%|█▎        | 61/480 [00:32<03:29,  2.00batch/s, avg_loss=0.158, curr_loss=0.100, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  13%|█▎        | 61/480 [00:33<03:29,  2.00batch/s, avg_loss=0.158, curr_loss=0.149, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  13%|█▎        | 61/480 [00:33<03:29,  2.00batch/s, avg_loss=0.158, curr_loss=0.149, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  13%|█▎        | 61/480 [00:33<03:29,  2.00batch/s, avg_loss=0.157, curr_loss=0.092, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  13%|█▎        | 61/480 [00:33<03:29,  2.00batch/s, avg_loss=0.157, curr_loss=0.092, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  13%|█▎        | 61/480 [00:34<03:29,  2.00batch/s, avg_loss=0.156, curr_loss=0.078, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  13%|█▎        | 64/480 [00:34<03:27,  2.00batch/s, avg_loss=0.156, curr_loss=0.078, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  13%|█▎        | 64/480 [00:34<03:27,  2.00batch/s, avg_loss=0.156, curr_loss=0.078, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  13%|█▎        | 64/480 [00:34<03:27,  2.00batch/s, avg_loss=0.154, curr_loss=0.067, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  13%|█▎        | 64/480 [00:34<03:27,  2.00batch/s, avg_loss=0.154, curr_loss=0.067, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  13%|█▎        | 64/480 [00:35<03:27,  2.00batch/s, avg_loss=0.153, curr_loss=0.072, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  13%|█▎        | 64/480 [00:35<03:27,  2.00batch/s, avg_loss=0.153, curr_loss=0.072, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  13%|█▎        | 64/480 [00:35<03:27,  2.00batch/s, avg_loss=0.154, curr_loss=0.215, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  14%|█▍        | 67/480 [00:35<03:26,  2.00batch/s, avg_loss=0.154, curr_loss=0.215, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  14%|█▍        | 67/480 [00:35<03:26,  2.00batch/s, avg_loss=0.154, curr_loss=0.215, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  14%|█▍        | 67/480 [00:36<03:26,  2.00batch/s, avg_loss=0.153, curr_loss=0.070, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  14%|█▍        | 67/480 [00:36<03:26,  2.00batch/s, avg_loss=0.153, curr_loss=0.070, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  14%|█▍        | 67/480 [00:36<03:26,  2.00batch/s, avg_loss=0.153, curr_loss=0.141, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  14%|█▍        | 67/480 [00:36<03:26,  2.00batch/s, avg_loss=0.153, curr_loss=0.141, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  14%|█▍        | 67/480 [00:37<03:26,  2.00batch/s, avg_loss=0.152, curr_loss=0.122, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  15%|█▍        | 70/480 [00:37<03:24,  2.00batch/s, avg_loss=0.152, curr_loss=0.122, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  15%|█▍        | 70/480 [00:37<03:24,  2.00batch/s, avg_loss=0.152, curr_loss=0.122, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  15%|█▍        | 70/480 [00:37<03:24,  2.00batch/s, avg_loss=0.153, curr_loss=0.190, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  15%|█▍        | 70/480 [00:37<03:24,  2.00batch/s, avg_loss=0.153, curr_loss=0.190, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  15%|█▍        | 70/480 [00:38<03:24,  2.00batch/s, avg_loss=0.152, curr_loss=0.099, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  15%|█▍        | 70/480 [00:38<03:24,  2.00batch/s, avg_loss=0.152, curr_loss=0.099, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  15%|█▍        | 70/480 [00:38<03:24,  2.00batch/s, avg_loss=0.152, curr_loss=0.117, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  15%|█▌        | 73/480 [00:38<03:23,  2.00batch/s, avg_loss=0.152, curr_loss=0.117, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  15%|█▌        | 73/480 [00:38<03:23,  2.00batch/s, avg_loss=0.152, curr_loss=0.117, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  15%|█▌        | 73/480 [00:39<03:23,  2.00batch/s, avg_loss=0.151, curr_loss=0.102, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  15%|█▌        | 73/480 [00:39<03:23,  2.00batch/s, avg_loss=0.151, curr_loss=0.102, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  15%|█▌        | 73/480 [00:39<03:23,  2.00batch/s, avg_loss=0.150, curr_loss=0.105, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  15%|█▌        | 73/480 [00:39<03:23,  2.00batch/s, avg_loss=0.150, curr_loss=0.105, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  15%|█▌        | 73/480 [00:40<03:23,  2.00batch/s, avg_loss=0.149, curr_loss=0.057, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  16%|█▌        | 76/480 [00:40<03:21,  2.00batch/s, avg_loss=0.149, curr_loss=0.057, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  16%|█▌        | 76/480 [00:40<03:21,  2.00batch/s, avg_loss=0.149, curr_loss=0.057, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  16%|█▌        | 76/480 [00:40<03:21,  2.00batch/s, avg_loss=0.148, curr_loss=0.089, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  16%|█▌        | 76/480 [00:40<03:21,  2.00batch/s, avg_loss=0.148, curr_loss=0.089, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  16%|█▌        | 76/480 [00:41<03:21,  2.00batch/s, avg_loss=0.147, curr_loss=0.062, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  16%|█▌        | 76/480 [00:41<03:21,  2.00batch/s, avg_loss=0.147, curr_loss=0.062, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  16%|█▌        | 76/480 [00:41<03:21,  2.00batch/s, avg_loss=0.147, curr_loss=0.120, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  16%|█▋        | 79/480 [00:41<03:20,  2.00batch/s, avg_loss=0.147, curr_loss=0.120, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  16%|█▋        | 79/480 [00:41<03:20,  2.00batch/s, avg_loss=0.147, curr_loss=0.120, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  16%|█▋        | 79/480 [00:42<03:20,  2.00batch/s, avg_loss=0.147, curr_loss=0.145, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  16%|█▋        | 79/480 [00:42<03:20,  2.00batch/s, avg_loss=0.147, curr_loss=0.145, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  16%|█▋        | 79/480 [00:42<03:20,  2.00batch/s, avg_loss=0.146, curr_loss=0.076, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  16%|█▋        | 79/480 [00:42<03:20,  2.00batch/s, avg_loss=0.146, curr_loss=0.076, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  16%|█▋        | 79/480 [00:43<03:20,  2.00batch/s, avg_loss=0.145, curr_loss=0.095, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  17%|█▋        | 82/480 [00:43<03:18,  2.00batch/s, avg_loss=0.145, curr_loss=0.095, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  17%|█▋        | 82/480 [00:43<03:18,  2.00batch/s, avg_loss=0.145, curr_loss=0.095, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  17%|█▋        | 82/480 [00:43<03:18,  2.00batch/s, avg_loss=0.146, curr_loss=0.170, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  17%|█▋        | 82/480 [00:43<03:18,  2.00batch/s, avg_loss=0.146, curr_loss=0.170, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  17%|█▋        | 82/480 [00:44<03:18,  2.00batch/s, avg_loss=0.145, curr_loss=0.093, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  17%|█▋        | 82/480 [00:44<03:18,  2.00batch/s, avg_loss=0.145, curr_loss=0.093, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  17%|█▋        | 82/480 [00:44<03:18,  2.00batch/s, avg_loss=0.144, curr_loss=0.087, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  18%|█▊        | 85/480 [00:44<03:17,  2.00batch/s, avg_loss=0.144, curr_loss=0.087, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  18%|█▊        | 85/480 [00:44<03:17,  2.00batch/s, avg_loss=0.144, curr_loss=0.087, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  18%|█▊        | 85/480 [00:45<03:17,  2.00batch/s, avg_loss=0.144, curr_loss=0.092, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  18%|█▊        | 85/480 [00:45<03:17,  2.00batch/s, avg_loss=0.144, curr_loss=0.092, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  18%|█▊        | 85/480 [00:45<03:17,  2.00batch/s, avg_loss=0.143, curr_loss=0.095, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  18%|█▊        | 85/480 [00:45<03:17,  2.00batch/s, avg_loss=0.143, curr_loss=0.095, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  18%|█▊        | 85/480 [00:46<03:17,  2.00batch/s, avg_loss=0.144, curr_loss=0.256, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  18%|█▊        | 88/480 [00:46<03:16,  2.00batch/s, avg_loss=0.144, curr_loss=0.256, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  18%|█▊        | 88/480 [00:46<03:16,  2.00batch/s, avg_loss=0.144, curr_loss=0.256, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  18%|█▊        | 88/480 [00:46<03:16,  2.00batch/s, avg_loss=0.144, curr_loss=0.093, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  18%|█▊        | 88/480 [00:46<03:16,  2.00batch/s, avg_loss=0.144, curr_loss=0.093, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  18%|█▊        | 88/480 [00:47<03:16,  2.00batch/s, avg_loss=0.143, curr_loss=0.078, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  19%|█▉        | 90/480 [00:47<03:15,  2.00batch/s, avg_loss=0.143, curr_loss=0.078, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  19%|█▉        | 90/480 [00:47<03:15,  2.00batch/s, avg_loss=0.143, curr_loss=0.078, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  19%|█▉        | 90/480 [00:47<03:15,  2.00batch/s, avg_loss=0.142, curr_loss=0.073, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  19%|█▉        | 90/480 [00:47<03:15,  2.00batch/s, avg_loss=0.142, curr_loss=0.073, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  19%|█▉        | 90/480 [00:48<03:15,  2.00batch/s, avg_loss=0.143, curr_loss=0.177, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  19%|█▉        | 92/480 [00:48<03:14,  2.00batch/s, avg_loss=0.143, curr_loss=0.177, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  19%|█▉        | 92/480 [00:48<03:14,  2.00batch/s, avg_loss=0.143, curr_loss=0.177, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  19%|█▉        | 92/480 [00:48<03:14,  2.00batch/s, avg_loss=0.142, curr_loss=0.090, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  19%|█▉        | 92/480 [00:48<03:14,  2.00batch/s, avg_loss=0.142, curr_loss=0.090, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  19%|█▉        | 92/480 [00:49<03:14,  2.00batch/s, avg_loss=0.141, curr_loss=0.062, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  20%|█▉        | 94/480 [00:49<03:13,  2.00batch/s, avg_loss=0.141, curr_loss=0.062, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  20%|█▉        | 94/480 [00:49<03:13,  2.00batch/s, avg_loss=0.141, curr_loss=0.062, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  20%|█▉        | 94/480 [00:49<03:13,  2.00batch/s, avg_loss=0.143, curr_loss=0.296, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  20%|█▉        | 94/480 [00:49<03:13,  2.00batch/s, avg_loss=0.143, curr_loss=0.296, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  20%|█▉        | 94/480 [00:50<03:13,  2.00batch/s, avg_loss=0.142, curr_loss=0.095, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  20%|██        | 96/480 [00:50<03:12,  2.00batch/s, avg_loss=0.142, curr_loss=0.095, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  20%|██        | 96/480 [00:50<03:12,  2.00batch/s, avg_loss=0.142, curr_loss=0.095, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  20%|██        | 96/480 [00:50<03:12,  2.00batch/s, avg_loss=0.142, curr_loss=0.098, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  20%|██        | 96/480 [00:50<03:12,  2.00batch/s, avg_loss=0.142, curr_loss=0.098, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  20%|██        | 96/480 [00:51<03:12,  2.00batch/s, avg_loss=0.141, curr_loss=0.076, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  20%|██        | 98/480 [00:51<03:11,  2.00batch/s, avg_loss=0.141, curr_loss=0.076, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  20%|██        | 98/480 [00:51<03:11,  2.00batch/s, avg_loss=0.141, curr_loss=0.076, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  20%|██        | 98/480 [00:51<03:11,  2.00batch/s, avg_loss=0.142, curr_loss=0.241, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  20%|██        | 98/480 [00:51<03:11,  2.00batch/s, avg_loss=0.142, curr_loss=0.241, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  20%|██        | 98/480 [00:52<03:11,  2.00batch/s, avg_loss=0.142, curr_loss=0.133, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  21%|██        | 100/480 [00:52<03:10,  2.00batch/s, avg_loss=0.142, curr_loss=0.133, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  21%|██        | 100/480 [00:52<03:10,  2.00batch/s, avg_loss=0.142, curr_loss=0.133, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  21%|██        | 100/480 [00:52<03:10,  2.00batch/s, avg_loss=0.142, curr_loss=0.094, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  21%|██        | 100/480 [00:52<03:10,  2.00batch/s, avg_loss=0.142, curr_loss=0.094, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  21%|██        | 100/480 [00:53<03:10,  2.00batch/s, avg_loss=0.143, curr_loss=0.282, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  21%|██▏       | 102/480 [00:53<03:09,  2.00batch/s, avg_loss=0.143, curr_loss=0.282, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  21%|██▏       | 102/480 [00:53<03:09,  2.00batch/s, avg_loss=0.143, curr_loss=0.282, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  21%|██▏       | 102/480 [00:53<03:09,  2.00batch/s, avg_loss=0.142, curr_loss=0.075, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  21%|██▏       | 102/480 [00:53<03:09,  2.00batch/s, avg_loss=0.142, curr_loss=0.075, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  21%|██▏       | 102/480 [00:54<03:09,  2.00batch/s, avg_loss=0.142, curr_loss=0.133, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  21%|██▏       | 102/480 [00:54<03:09,  2.00batch/s, avg_loss=0.142, curr_loss=0.133, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  21%|██▏       | 102/480 [00:54<03:09,  2.00batch/s, avg_loss=0.142, curr_loss=0.109, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  22%|██▏       | 105/480 [00:54<03:07,  2.00batch/s, avg_loss=0.142, curr_loss=0.109, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  22%|██▏       | 105/480 [00:54<03:07,  2.00batch/s, avg_loss=0.142, curr_loss=0.109, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  22%|██▏       | 105/480 [00:55<03:07,  2.00batch/s, avg_loss=0.141, curr_loss=0.076, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  22%|██▏       | 105/480 [00:55<03:07,  2.00batch/s, avg_loss=0.141, curr_loss=0.076, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  22%|██▏       | 105/480 [00:55<03:07,  2.00batch/s, avg_loss=0.141, curr_loss=0.091, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  22%|██▏       | 107/480 [00:55<03:06,  2.00batch/s, avg_loss=0.141, curr_loss=0.091, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  22%|██▏       | 107/480 [00:55<03:06,  2.00batch/s, avg_loss=0.141, curr_loss=0.091, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  22%|██▏       | 107/480 [00:56<03:06,  2.00batch/s, avg_loss=0.141, curr_loss=0.152, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  22%|██▏       | 107/480 [00:56<03:06,  2.00batch/s, avg_loss=0.141, curr_loss=0.152, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  22%|██▏       | 107/480 [00:56<03:06,  2.00batch/s, avg_loss=0.141, curr_loss=0.181, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  23%|██▎       | 109/480 [00:56<03:05,  2.00batch/s, avg_loss=0.141, curr_loss=0.181, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  23%|██▎       | 109/480 [00:56<03:05,  2.00batch/s, avg_loss=0.141, curr_loss=0.181, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  23%|██▎       | 109/480 [00:57<03:05,  2.00batch/s, avg_loss=0.141, curr_loss=0.146, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  23%|██▎       | 109/480 [00:57<03:05,  2.00batch/s, avg_loss=0.141, curr_loss=0.146, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  23%|██▎       | 109/480 [00:57<03:05,  2.00batch/s, avg_loss=0.141, curr_loss=0.091, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  23%|██▎       | 111/480 [00:57<03:04,  2.00batch/s, avg_loss=0.141, curr_loss=0.091, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  23%|██▎       | 111/480 [00:57<03:04,  2.00batch/s, avg_loss=0.141, curr_loss=0.091, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  23%|██▎       | 111/480 [00:58<03:04,  2.00batch/s, avg_loss=0.141, curr_loss=0.111, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  23%|██▎       | 111/480 [00:58<03:04,  2.00batch/s, avg_loss=0.141, curr_loss=0.111, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  23%|██▎       | 111/480 [00:58<03:04,  2.00batch/s, avg_loss=0.140, curr_loss=0.074, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  24%|██▎       | 113/480 [00:58<03:03,  2.00batch/s, avg_loss=0.140, curr_loss=0.074, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  24%|██▎       | 113/480 [00:58<03:03,  2.00batch/s, avg_loss=0.140, curr_loss=0.074, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  24%|██▎       | 113/480 [00:59<03:03,  2.00batch/s, avg_loss=0.140, curr_loss=0.132, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  24%|██▎       | 113/480 [00:59<03:03,  2.00batch/s, avg_loss=0.140, curr_loss=0.132, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  24%|██▎       | 113/480 [00:59<03:03,  2.00batch/s, avg_loss=0.140, curr_loss=0.123, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  24%|██▎       | 113/480 [00:59<03:03,  2.00batch/s, avg_loss=0.140, curr_loss=0.123, gpu_usage=GPU 0: 140.6MB]
Train Epoch 5:  24%|██▎       | 113/480 [01:00<03:03,  2.00batch/s, avg_loss=0.139, curr_loss=0.086, gpu_usage=GPU 0: 140.6MB]
