slurmstepd: info: Setting TMPDIR to /scratch/10928678. Previous errors about TMPDIR can be discarded
cesga/2020 unloaded
        Preparing the environment for use of the CESGA 2020 software stack.
        Please rebuild modules cache: module --ignore-cache avail
     
cesga/2020 loaded
python/3.9.9 loaded
jupyter-server/1.13.5-python-3.9.9 loaded
jupyterlab/3.2.4-python-3.9.9 loaded
  0%|          | 0/480 [00:00<?, ?batch/s]Restormer model not found. Restormer preprocessing will be disabled.
Available Models: ['FRNet', 'FRNet_1ch', 'FRNetR', 'RoiNet11', 'RoiNet9', 'RoiNet9_plusk', 'RoiNet7', 'RoiNet5', 'RoiNet3', 'RoiNetR', 'RoiNet9x1.5', 'RoiNet7x1.5', 'RoiNet5x1.5', 'RoiNet3x1.5', 'RoiNet9x0.5', 'RoiNet7x0.5', 'RoiNet5x0.5', 'RoiNetx2', 'RoiNet_AblationOne_Simple', 'RoiNet_Ablation3_Simple', 'RoiNet_AblationOne_Residual', 'RoiNet_Ablation3_Residual']
Datasets_library: {'FIVES512': {'paths': {'train': 'dataset/FIVES512/train', 'val': 'dataset/FIVES512/val', 'test': 'dataset/FIVES512/test'}, 'preprocessing': {'start': 0, 'end': 1}}, 'FIVES': {'paths': {'train': 'dataset/FIVES/train', 'val': 'dataset/FIVES/val', 'test': 'dataset/FIVES/test'}, 'preprocessing': {'start': 0, 'end': 1}}}
USING CHANNELS = 3
Available Datasets: ['FIVES512', 'FIVES']
All datasets: {'FIVES512': {'train': <ds.dataset.SegmentationDataset object at 0x15422f5f28d0>, 'val': <ds.dataset.SegmentationDataset object at 0x15422f5fe290>, 'test': <ds.dataset.SegmentationDataset object at 0x15422f584490>}, 'FIVES': {'train': <ds.dataset.SegmentationDataset object at 0x15422f54df10>, 'val': <ds.dataset.SegmentationDataset object at 0x15422f560950>, 'test': <ds.dataset.SegmentationDataset object at 0x15422f563810>}}
Dataset a usar: {'train': <ds.dataset.SegmentationDataset object at 0x15422f54df10>, 'val': <ds.dataset.SegmentationDataset object at 0x15422f560950>, 'test': <ds.dataset.SegmentationDataset object at 0x15422f563810>}
Configuración de Entrenamiento:
  Model: RoiNet_AblationOne_Residual
  Dataset: FIVES
  Config File: code/config/config.json
  Epochs: 300
  Thresh Value: 100
  Batch Size: 1
  Num Workers: 32
  Learning Rate: 0.0001
  Weight Decay: 0.001
  Loss Function: Dice
  Loss Alpha: 0.2
  Loss Beta: 0.8
  Loss Gamma: 0.5
  Logging Enabled: True
  Output Prefix: RoiNet_AblationOne_Residual_
  Augmentation Config: {'enabled': True, 'geometric': False, 'elastic': False, 'intensity_and_color': False, 'gamma': False, 'noise': False, 'otrosfives': True}
  Restormer Enabled: False
  Output Directory: run_benchmark_runs/RoiNet_AblationOne_Residual_result_2025-03-10_12-35-56
Parameters logged to: run_benchmark_runs/RoiNet_AblationOne_Residual_result_2025-03-10_12-35-56/parameters_FIVES_RoiNet_AblationOne_Residual_Dice_True_False.log
Modelo cargado en GPU:
- Parámetros totales: 4687174
- Memoria ocupada por modelo en GPU: 17.88 MB
==== Memoria GPU - Después de cargar el modelo en GPU ====
GPU 0 - Total: 40442.4 MB | Allocated: 17.9 MB | Cached: 24.0 MB
USING: Dice
==== Memoria GPU - Inicio de época ====
GPU 0 - Total: 40442.4 MB | Allocated: 17.9 MB | Cached: 24.0 MB
Train Epoch 0:   0%|          | 0/480 [00:02<?, ?batch/s]
Train Epoch 0:   0%|          | 0/480 [00:07<?, ?batch/s, avg_loss=0.858, curr_loss=0.858, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  57%|█████▊    | 276/480 [02:21<01:42,  1.99batch/s, avg_loss=0.126, curr_loss=0.088, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  57%|█████▊    | 276/480 [02:21<01:42,  1.99batch/s, avg_loss=0.126, curr_loss=0.083, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  57%|█████▊    | 276/480 [02:21<01:42,  1.99batch/s, avg_loss=0.126, curr_loss=0.083, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  57%|█████▊    | 276/480 [02:22<01:42,  1.99batch/s, avg_loss=0.126, curr_loss=0.151, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  58%|█████▊    | 278/480 [02:22<01:41,  1.99batch/s, avg_loss=0.126, curr_loss=0.151, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  58%|█████▊    | 278/480 [02:22<01:41,  1.99batch/s, avg_loss=0.126, curr_loss=0.151, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  58%|█████▊    | 278/480 [02:22<01:41,  1.99batch/s, avg_loss=0.126, curr_loss=0.091, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  58%|█████▊    | 278/480 [02:22<01:41,  1.99batch/s, avg_loss=0.126, curr_loss=0.091, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  58%|█████▊    | 278/480 [02:23<01:41,  1.99batch/s, avg_loss=0.126, curr_loss=0.105, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  58%|█████▊    | 280/480 [02:23<01:40,  1.99batch/s, avg_loss=0.126, curr_loss=0.105, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  58%|█████▊    | 280/480 [02:23<01:40,  1.99batch/s, avg_loss=0.126, curr_loss=0.105, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  58%|█████▊    | 280/480 [02:23<01:40,  1.99batch/s, avg_loss=0.126, curr_loss=0.094, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  58%|█████▊    | 280/480 [02:23<01:40,  1.99batch/s, avg_loss=0.126, curr_loss=0.094, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  58%|█████▊    | 280/480 [02:24<01:40,  1.99batch/s, avg_loss=0.126, curr_loss=0.132, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  59%|█████▉    | 282/480 [02:24<01:39,  1.99batch/s, avg_loss=0.126, curr_loss=0.132, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  59%|█████▉    | 282/480 [02:24<01:39,  1.99batch/s, avg_loss=0.126, curr_loss=0.132, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  59%|█████▉    | 282/480 [02:24<01:39,  1.99batch/s, avg_loss=0.126, curr_loss=0.074, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  59%|█████▉    | 282/480 [02:24<01:39,  1.99batch/s, avg_loss=0.126, curr_loss=0.074, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  59%|█████▉    | 282/480 [02:25<01:39,  1.99batch/s, avg_loss=0.126, curr_loss=0.178, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  59%|█████▉    | 284/480 [02:25<01:38,  1.99batch/s, avg_loss=0.126, curr_loss=0.178, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  59%|█████▉    | 284/480 [02:25<01:38,  1.99batch/s, avg_loss=0.126, curr_loss=0.178, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  59%|█████▉    | 284/480 [02:25<01:38,  1.99batch/s, avg_loss=0.126, curr_loss=0.141, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  59%|█████▉    | 284/480 [02:25<01:38,  1.99batch/s, avg_loss=0.126, curr_loss=0.141, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  59%|█████▉    | 284/480 [02:26<01:38,  1.99batch/s, avg_loss=0.127, curr_loss=0.271, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  60%|█████▉    | 286/480 [02:26<01:37,  1.99batch/s, avg_loss=0.127, curr_loss=0.271, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  60%|█████▉    | 286/480 [02:26<01:37,  1.99batch/s, avg_loss=0.127, curr_loss=0.271, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  60%|█████▉    | 286/480 [02:26<01:37,  1.99batch/s, avg_loss=0.127, curr_loss=0.139, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  60%|█████▉    | 286/480 [02:26<01:37,  1.99batch/s, avg_loss=0.127, curr_loss=0.139, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  60%|█████▉    | 286/480 [02:27<01:37,  1.99batch/s, avg_loss=0.127, curr_loss=0.102, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  60%|██████    | 288/480 [02:27<01:36,  1.99batch/s, avg_loss=0.127, curr_loss=0.102, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  60%|██████    | 288/480 [02:27<01:36,  1.99batch/s, avg_loss=0.127, curr_loss=0.102, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  60%|██████    | 288/480 [02:27<01:36,  1.99batch/s, avg_loss=0.126, curr_loss=0.090, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  60%|██████    | 288/480 [02:27<01:36,  1.99batch/s, avg_loss=0.126, curr_loss=0.090, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  60%|██████    | 288/480 [02:28<01:36,  1.99batch/s, avg_loss=0.126, curr_loss=0.151, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  60%|██████    | 290/480 [02:28<01:35,  1.99batch/s, avg_loss=0.126, curr_loss=0.151, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  60%|██████    | 290/480 [02:28<01:35,  1.99batch/s, avg_loss=0.126, curr_loss=0.151, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  60%|██████    | 290/480 [02:28<01:35,  1.99batch/s, avg_loss=0.126, curr_loss=0.112, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  60%|██████    | 290/480 [02:28<01:35,  1.99batch/s, avg_loss=0.126, curr_loss=0.112, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  60%|██████    | 290/480 [02:29<01:35,  1.99batch/s, avg_loss=0.126, curr_loss=0.089, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  61%|██████    | 292/480 [02:29<01:34,  1.99batch/s, avg_loss=0.126, curr_loss=0.089, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  61%|██████    | 292/480 [02:29<01:34,  1.99batch/s, avg_loss=0.126, curr_loss=0.089, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  61%|██████    | 292/480 [02:29<01:34,  1.99batch/s, avg_loss=0.126, curr_loss=0.095, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  61%|██████    | 292/480 [02:29<01:34,  1.99batch/s, avg_loss=0.126, curr_loss=0.095, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  61%|██████    | 292/480 [02:30<01:34,  1.99batch/s, avg_loss=0.126, curr_loss=0.145, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  61%|██████▏   | 294/480 [02:30<01:33,  1.99batch/s, avg_loss=0.126, curr_loss=0.145, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  61%|██████▏   | 294/480 [02:30<01:33,  1.99batch/s, avg_loss=0.126, curr_loss=0.145, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  61%|██████▏   | 294/480 [02:30<01:33,  1.99batch/s, avg_loss=0.126, curr_loss=0.085, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  61%|██████▏   | 294/480 [02:30<01:33,  1.99batch/s, avg_loss=0.126, curr_loss=0.085, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  61%|██████▏   | 294/480 [02:31<01:33,  1.99batch/s, avg_loss=0.126, curr_loss=0.063, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  62%|██████▏   | 296/480 [02:31<01:32,  1.99batch/s, avg_loss=0.126, curr_loss=0.063, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  62%|██████▏   | 296/480 [02:31<01:32,  1.99batch/s, avg_loss=0.126, curr_loss=0.063, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  62%|██████▏   | 296/480 [02:31<01:32,  1.99batch/s, avg_loss=0.126, curr_loss=0.121, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  62%|██████▏   | 296/480 [02:31<01:32,  1.99batch/s, avg_loss=0.126, curr_loss=0.121, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  62%|██████▏   | 296/480 [02:32<01:32,  1.99batch/s, avg_loss=0.126, curr_loss=0.100, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  62%|██████▏   | 298/480 [02:32<01:31,  1.99batch/s, avg_loss=0.126, curr_loss=0.100, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  62%|██████▏   | 298/480 [02:32<01:31,  1.99batch/s, avg_loss=0.126, curr_loss=0.100, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  62%|██████▏   | 298/480 [02:32<01:31,  1.99batch/s, avg_loss=0.126, curr_loss=0.087, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  62%|██████▏   | 298/480 [02:32<01:31,  1.99batch/s, avg_loss=0.126, curr_loss=0.087, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  62%|██████▏   | 298/480 [02:33<01:31,  1.99batch/s, avg_loss=0.126, curr_loss=0.080, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  62%|██████▎   | 300/480 [02:33<01:30,  1.99batch/s, avg_loss=0.126, curr_loss=0.080, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  62%|██████▎   | 300/480 [02:33<01:30,  1.99batch/s, avg_loss=0.126, curr_loss=0.080, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  62%|██████▎   | 300/480 [02:33<01:30,  1.99batch/s, avg_loss=0.126, curr_loss=0.126, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  62%|██████▎   | 300/480 [02:33<01:30,  1.99batch/s, avg_loss=0.126, curr_loss=0.126, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  62%|██████▎   | 300/480 [02:34<01:30,  1.99batch/s, avg_loss=0.125, curr_loss=0.091, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  63%|██████▎   | 302/480 [02:34<01:29,  1.99batch/s, avg_loss=0.125, curr_loss=0.091, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  63%|██████▎   | 302/480 [02:34<01:29,  1.99batch/s, avg_loss=0.125, curr_loss=0.091, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  63%|██████▎   | 302/480 [02:34<01:29,  1.99batch/s, avg_loss=0.125, curr_loss=0.116, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  63%|██████▎   | 302/480 [02:34<01:29,  1.99batch/s, avg_loss=0.125, curr_loss=0.116, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  63%|██████▎   | 302/480 [02:35<01:29,  1.99batch/s, avg_loss=0.125, curr_loss=0.104, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  63%|██████▎   | 304/480 [02:35<01:28,  1.99batch/s, avg_loss=0.125, curr_loss=0.104, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  63%|██████▎   | 304/480 [02:35<01:28,  1.99batch/s, avg_loss=0.125, curr_loss=0.104, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  63%|██████▎   | 304/480 [02:35<01:28,  1.99batch/s, avg_loss=0.125, curr_loss=0.058, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  63%|██████▎   | 304/480 [02:35<01:28,  1.99batch/s, avg_loss=0.125, curr_loss=0.058, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  63%|██████▎   | 304/480 [02:36<01:28,  1.99batch/s, avg_loss=0.125, curr_loss=0.089, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  64%|██████▍   | 306/480 [02:36<01:27,  1.99batch/s, avg_loss=0.125, curr_loss=0.089, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  64%|██████▍   | 306/480 [02:36<01:27,  1.99batch/s, avg_loss=0.125, curr_loss=0.089, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  64%|██████▍   | 306/480 [02:36<01:27,  1.99batch/s, avg_loss=0.125, curr_loss=0.058, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  64%|██████▍   | 306/480 [02:36<01:27,  1.99batch/s, avg_loss=0.125, curr_loss=0.058, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  64%|██████▍   | 306/480 [02:37<01:27,  1.99batch/s, avg_loss=0.126, curr_loss=0.417, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  64%|██████▍   | 308/480 [02:37<01:26,  1.99batch/s, avg_loss=0.126, curr_loss=0.417, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  64%|██████▍   | 308/480 [02:37<01:26,  1.99batch/s, avg_loss=0.126, curr_loss=0.417, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  64%|██████▍   | 308/480 [02:37<01:26,  1.99batch/s, avg_loss=0.126, curr_loss=0.166, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  64%|██████▍   | 308/480 [02:37<01:26,  1.99batch/s, avg_loss=0.126, curr_loss=0.166, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  64%|██████▍   | 308/480 [02:38<01:26,  1.99batch/s, avg_loss=0.126, curr_loss=0.066, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  65%|██████▍   | 310/480 [02:38<01:25,  1.99batch/s, avg_loss=0.126, curr_loss=0.066, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  65%|██████▍   | 310/480 [02:38<01:25,  1.99batch/s, avg_loss=0.126, curr_loss=0.066, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  65%|██████▍   | 310/480 [02:38<01:25,  1.99batch/s, avg_loss=0.125, curr_loss=0.060, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  65%|██████▍   | 310/480 [02:38<01:25,  1.99batch/s, avg_loss=0.125, curr_loss=0.060, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  65%|██████▍   | 310/480 [02:39<01:25,  1.99batch/s, avg_loss=0.125, curr_loss=0.124, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  65%|██████▌   | 312/480 [02:39<01:24,  1.99batch/s, avg_loss=0.125, curr_loss=0.124, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  65%|██████▌   | 312/480 [02:39<01:24,  1.99batch/s, avg_loss=0.125, curr_loss=0.124, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  65%|██████▌   | 312/480 [02:39<01:24,  1.99batch/s, avg_loss=0.125, curr_loss=0.107, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  65%|██████▌   | 312/480 [02:39<01:24,  1.99batch/s, avg_loss=0.125, curr_loss=0.107, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  65%|██████▌   | 312/480 [02:40<01:24,  1.99batch/s, avg_loss=0.125, curr_loss=0.054, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  65%|██████▌   | 314/480 [02:40<01:23,  1.99batch/s, avg_loss=0.125, curr_loss=0.054, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  65%|██████▌   | 314/480 [02:40<01:23,  1.99batch/s, avg_loss=0.125, curr_loss=0.054, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  65%|██████▌   | 314/480 [02:40<01:23,  1.99batch/s, avg_loss=0.125, curr_loss=0.070, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  65%|██████▌   | 314/480 [02:40<01:23,  1.99batch/s, avg_loss=0.125, curr_loss=0.070, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  65%|██████▌   | 314/480 [02:41<01:23,  1.99batch/s, avg_loss=0.125, curr_loss=0.071, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  66%|██████▌   | 316/480 [02:41<01:22,  1.99batch/s, avg_loss=0.125, curr_loss=0.071, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  66%|██████▌   | 316/480 [02:41<01:22,  1.99batch/s, avg_loss=0.125, curr_loss=0.071, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  66%|██████▌   | 316/480 [02:41<01:22,  1.99batch/s, avg_loss=0.125, curr_loss=0.081, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  66%|██████▌   | 316/480 [02:41<01:22,  1.99batch/s, avg_loss=0.125, curr_loss=0.081, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  66%|██████▌   | 316/480 [02:42<01:22,  1.99batch/s, avg_loss=0.125, curr_loss=0.105, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  66%|██████▋   | 318/480 [02:42<01:21,  1.99batch/s, avg_loss=0.125, curr_loss=0.105, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  66%|██████▋   | 318/480 [02:42<01:21,  1.99batch/s, avg_loss=0.125, curr_loss=0.105, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  66%|██████▋   | 318/480 [02:42<01:21,  1.99batch/s, avg_loss=0.124, curr_loss=0.081, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  66%|██████▋   | 318/480 [02:42<01:21,  1.99batch/s, avg_loss=0.124, curr_loss=0.081, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  66%|██████▋   | 318/480 [02:43<01:21,  1.99batch/s, avg_loss=0.124, curr_loss=0.118, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  67%|██████▋   | 320/480 [02:43<01:20,  1.99batch/s, avg_loss=0.124, curr_loss=0.118, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  67%|██████▋   | 320/480 [02:43<01:20,  1.99batch/s, avg_loss=0.124, curr_loss=0.118, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  67%|██████▋   | 320/480 [02:43<01:20,  1.99batch/s, avg_loss=0.124, curr_loss=0.082, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  67%|██████▋   | 320/480 [02:43<01:20,  1.99batch/s, avg_loss=0.124, curr_loss=0.082, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  67%|██████▋   | 320/480 [02:44<01:20,  1.99batch/s, avg_loss=0.124, curr_loss=0.087, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  67%|██████▋   | 322/480 [02:44<01:19,  1.99batch/s, avg_loss=0.124, curr_loss=0.087, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  67%|██████▋   | 322/480 [02:44<01:19,  1.99batch/s, avg_loss=0.124, curr_loss=0.087, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  67%|██████▋   | 322/480 [02:44<01:19,  1.99batch/s, avg_loss=0.124, curr_loss=0.062, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  67%|██████▋   | 322/480 [02:44<01:19,  1.99batch/s, avg_loss=0.124, curr_loss=0.062, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  67%|██████▋   | 322/480 [02:45<01:19,  1.99batch/s, avg_loss=0.124, curr_loss=0.099, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  68%|██████▊   | 324/480 [02:45<01:18,  1.99batch/s, avg_loss=0.124, curr_loss=0.099, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  68%|██████▊   | 324/480 [02:45<01:18,  1.99batch/s, avg_loss=0.124, curr_loss=0.099, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  68%|██████▊   | 324/480 [02:45<01:18,  1.99batch/s, avg_loss=0.124, curr_loss=0.113, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  68%|██████▊   | 324/480 [02:45<01:18,  1.99batch/s, avg_loss=0.124, curr_loss=0.113, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  68%|██████▊   | 324/480 [02:46<01:18,  1.99batch/s, avg_loss=0.124, curr_loss=0.137, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  68%|██████▊   | 326/480 [02:46<01:17,  1.99batch/s, avg_loss=0.124, curr_loss=0.137, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  68%|██████▊   | 326/480 [02:46<01:17,  1.99batch/s, avg_loss=0.124, curr_loss=0.137, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  68%|██████▊   | 326/480 [02:46<01:17,  1.99batch/s, avg_loss=0.124, curr_loss=0.138, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  68%|██████▊   | 326/480 [02:46<01:17,  1.99batch/s, avg_loss=0.124, curr_loss=0.138, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  68%|██████▊   | 326/480 [02:47<01:17,  1.99batch/s, avg_loss=0.124, curr_loss=0.089, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  68%|██████▊   | 328/480 [02:47<01:16,  1.99batch/s, avg_loss=0.124, curr_loss=0.089, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  68%|██████▊   | 328/480 [02:47<01:16,  1.99batch/s, avg_loss=0.124, curr_loss=0.089, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  68%|██████▊   | 328/480 [02:47<01:16,  1.99batch/s, avg_loss=0.124, curr_loss=0.090, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  68%|██████▊   | 328/480 [02:47<01:16,  1.99batch/s, avg_loss=0.124, curr_loss=0.090, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  68%|██████▊   | 328/480 [02:48<01:16,  1.99batch/s, avg_loss=0.124, curr_loss=0.111, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  69%|██████▉   | 330/480 [02:48<01:15,  1.99batch/s, avg_loss=0.124, curr_loss=0.111, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  69%|██████▉   | 330/480 [02:48<01:15,  1.99batch/s, avg_loss=0.124, curr_loss=0.111, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  69%|██████▉   | 330/480 [02:48<01:15,  1.99batch/s, avg_loss=0.124, curr_loss=0.084, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  69%|██████▉   | 330/480 [02:48<01:15,  1.99batch/s, avg_loss=0.124, curr_loss=0.084, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  69%|██████▉   | 330/480 [02:49<01:15,  1.99batch/s, avg_loss=0.123, curr_loss=0.081, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  69%|██████▉   | 332/480 [02:49<01:14,  1.99batch/s, avg_loss=0.123, curr_loss=0.081, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  69%|██████▉   | 332/480 [02:49<01:14,  1.99batch/s, avg_loss=0.123, curr_loss=0.081, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  69%|██████▉   | 332/480 [02:49<01:14,  1.99batch/s, avg_loss=0.123, curr_loss=0.063, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  69%|██████▉   | 332/480 [02:49<01:14,  1.99batch/s, avg_loss=0.123, curr_loss=0.063, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  69%|██████▉   | 332/480 [02:50<01:14,  1.99batch/s, avg_loss=0.124, curr_loss=0.207, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  70%|██████▉   | 334/480 [02:50<01:13,  1.99batch/s, avg_loss=0.124, curr_loss=0.207, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  70%|██████▉   | 334/480 [02:50<01:13,  1.99batch/s, avg_loss=0.124, curr_loss=0.207, gpu_usage=GPU 0: 140.6MB]
Train Epoch 8:  70%|██████▉   | 334/480 [02:50<01:13,  1.99batch/s, avg_loss=0.123, curr_loss=0.070, gpu_usage=GPU 0: 140.6MB]
